"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/01/2020","AQS","410170004","3","2","ug/m3 LC","11","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/02/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/03/2020","AQS","410170004","3","2.1","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/04/2020","AQS","410170004","3","4.6","ug/m3 LC","26","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/05/2020","AQS","410170004","3","3.5","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/06/2020","AQS","410170004","3","3.1","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/07/2020","AQS","410170004","3","4.9","ug/m3 LC","27","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/08/2020","AQS","410170004","3","6.5","ug/m3 LC","36","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/09/2020","AQS","410170004","3","7.7","ug/m3 LC","43","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/10/2020","AQS","410170004","3","4.8","ug/m3 LC","27","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/11/2020","AQS","410170004","3","3.1","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/12/2020","AQS","410170004","3","3.9","ug/m3 LC","22","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/13/2020","AQS","410170004","3","4.2","ug/m3 LC","23","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/14/2020","AQS","410170004","3","3.7","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/15/2020","AQS","410170004","3","2.1","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/16/2020","AQS","410170004","3","3","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/17/2020","AQS","410170004","3","3.2","ug/m3 LC","18","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/18/2020","AQS","410170004","3","2.8","ug/m3 LC","16","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/19/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/20/2020","AQS","410170004","3","3.8","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/21/2020","AQS","410170004","3","3.5","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/22/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/23/2020","AQS","410170004","3","2.2","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/24/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/25/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/26/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/27/2020","AQS","410170004","3","1.6","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/28/2020","AQS","410170004","3","2.4","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/29/2020","AQS","410170004","3","2.6","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"04/30/2020","AQS","410170004","3","2.4","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/01/2020","AQS","410170004","3","3.7","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/02/2020","AQS","410170004","3","2.6","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/03/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/04/2020","AQS","410170004","3","3.2","ug/m3 LC","18","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/05/2020","AQS","410170004","3","3.4","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/06/2020","AQS","410170004","3","2.2","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/07/2020","AQS","410170004","3","3.7","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/08/2020","AQS","410170004","3","3.5","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/09/2020","AQS","410170004","3","3.4","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/10/2020","AQS","410170004","3","3.5","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/11/2020","AQS","410170004","3","4.1","ug/m3 LC","23","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/12/2020","AQS","410170004","3","2.7","ug/m3 LC","15","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/13/2020","AQS","410170004","3","1.9","ug/m3 LC","11","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/14/2020","AQS","410170004","3","1.8","ug/m3 LC","10","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/15/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/16/2020","AQS","410170004","3","2.6","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/17/2020","AQS","410170004","3","2.1","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/18/2020","AQS","410170004","3","1.7","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/19/2020","AQS","410170004","3","1.6","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/20/2020","AQS","410170004","3","1.7","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/21/2020","AQS","410170004","3","1.6","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/22/2020","AQS","410170004","3","1.7","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/23/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/24/2020","AQS","410170004","3","2.6","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/25/2020","AQS","410170004","3","2.9","ug/m3 LC","16","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/26/2020","AQS","410170004","3","2.9","ug/m3 LC","16","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/27/2020","AQS","410170004","3","3.8","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/28/2020","AQS","410170004","3","4.8","ug/m3 LC","27","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/29/2020","AQS","410170004","3","6.2","ug/m3 LC","34","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/30/2020","AQS","410170004","3","4.5","ug/m3 LC","25","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"05/31/2020","AQS","410170004","3","2.1","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/01/2020","AQS","410170004","3","3.3","ug/m3 LC","18","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/02/2020","AQS","410170004","3","3.1","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/03/2020","AQS","410170004","3","3.1","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/04/2020","AQS","410170004","3","3.8","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/05/2020","AQS","410170004","3","3.5","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/06/2020","AQS","410170004","3","2.2","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/07/2020","AQS","410170004","3","1.6","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/08/2020","AQS","410170004","3","2","ug/m3 LC","11","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/09/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/10/2020","AQS","410170004","3","2.7","ug/m3 LC","15","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/11/2020","AQS","410170004","3","3.4","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/12/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/13/2020","AQS","410170004","3","1.6","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/14/2020","AQS","410170004","3","1.8","ug/m3 LC","10","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/15/2020","AQS","410170004","3","2","ug/m3 LC","11","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/16/2020","AQS","410170004","3","1.6","ug/m3 LC","9","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/17/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/18/2020","AQS","410170004","3","4","ug/m3 LC","22","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/19/2020","AQS","410170004","3","3.5","ug/m3 LC","19","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/20/2020","AQS","410170004","3","3","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/21/2020","AQS","410170004","3","2.1","ug/m3 LC","12","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/22/2020","AQS","410170004","3","3.2","ug/m3 LC","18","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/23/2020","AQS","410170004","3","3.7","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/24/2020","AQS","410170004","3","3.8","ug/m3 LC","21","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/25/2020","AQS","410170004","3","4.5","ug/m3 LC","25","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/26/2020","AQS","410170004","3","4.3","ug/m3 LC","24","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/27/2020","AQS","410170004","3","3.1","ug/m3 LC","17","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/28/2020","AQS","410170004","3","1.9","ug/m3 LC","11","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/29/2020","AQS","410170004","3","2.7","ug/m3 LC","15","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"06/30/2020","AQS","410170004","3","2.5","ug/m3 LC","14","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"07/01/2020","AQS","410170004","3","2.3","ug/m3 LC","13","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
"07/02/2020","AQS","410170004","3","7.4","ug/m3 LC","41","Sisters Forest Service Station (SFS)","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","771","Correlated Radiance Research M903 With Heated Inlet","13460","Bend-Redmond, OR","41","Oregon","017","Deschutes","44.2921","-121.5555"
